Work no.,Title,Author,Genre,PDF,Unicode
390,குமரமாலைப் பிள்ளைத்தமிழ்,வீரபத்திரக் கவிராயர்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0390.pdf,pmuni0390.html
391,அபிநவ கதைகள்,தி. செல்வகேசவராய முதலியார்,கதைகள்,pm0391.pdf,pmuni0391.html
392,மஞ்ஞைப் பாட்டு; வேல் பாட்டு; சேவற் பாட்டு,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,pm0392_01.pdf,pmuni0392_01.html
392,வள்ளி கல்யாணம்; வள்ளி-கிழவர் வாக்குவாதம்,வ. சு. செங்கல்வராய பிள்ளை,நாடகம்,pm0392_02.pdf,pmuni0392_02.html
392,சிவ பராக்ரம போற்றி அகவல்,வ. சு. செங்கல்வராய பிள்ளை,பிரபந்தம் - அகவல்,pm0392_03.pdf,pmuni0392_03.html
393,ஸ்ரீகாஞ்சீபுரம் குமரகோட்டக்கலம்பகம்,சபாபதி முதலியார்,பிரபந்தம் - கலம்பகம்,pm0393.pdf,pmuni0393.html
394,நாடகக் கலை,அவ்வை டி கே. சண்முகம்,நாடக இயல்,pm0394.pdf,pmuni0394.html
395,திருமந்திர ஆராய்ச்சியும் ஒப்புமைப்பகுதியும்,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,pm0395_01.pdf,pmuni0395_01.html
395,காலனைக் கட்டியடக்கிய கடோரசித்தன் கதை,வ. சு. செங்கல்வராய பிள்ளை,கதை,pm0395_02.pdf,pmuni0395_02.html
395,தனிப்பாடல்கள்,வ. சு. செங்கல்வராய பிள்ளை,பாடல்கள்,pm0395_03.pdf,pmuni0395_03.html
396,ஆதவன் சிறுகதைகள்,இந்திரா பார்த்தசாரதி,சிறுகதைகள் - தொகுப்பு,pm0396.pdf,pmuni0396.html
397,தணிகைப் பத்து,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,pm0397_01.pdf,pmuni0397_01.html
397,திருப்புகழ்ப் பதிப்பாசிரியர் வரலாறு,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,pm0397_02.pdf,pmuni0397_02.html
397,காசி மஹாத்மியம்,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,pm0397_03.pdf,pmuni0397_03.html
398,வங்கச் சிறுகதைகள் (வங்கத்திலிருந்து தமிழாக்கம்),சு.கிருஷ்ணமூர்த்தி,சிறுகதை தொகுப்பு; மொழிபெயர்ப்பு,pm0398_01.pdf  pm0398_02.pdf,pmuni0398_01.html  pmuni0398_02.html
399,நன்மதி வெண்பா (சுமதி சதகம் / தமிழில் மொழி பெயர்ப்பு),எம்.ஆர். ஸ்ரீநிவாசய்யங்கார்,பிரபந்தம் - சதகம்; மொழிபெயர்ப்பு,pm0399.pdf,pmuni0399.html
400,அருணகிரிநாதர் போற்றி அகவல்,வ. சு. செங்கல்வராய பிள்ளை,பிரபந்தம் - அகவல்,pm0400_01.pdf,pmuni0400_01.html
400,திருத்தணிகைப் புராணச் சுருக்கம்,வ. சு. செங்கல்வராய பிள்ளை,புராணச் சுருக்கம்,pm0400_02.pdf,pmuni0400_02.html
400,அருணகிரிநாதர் - வரலாறும் நூலாராய்ச்சியும்,வ. சு. செங்கல்வராய பிள்ளை,வரலாறு / சரித்திரம்,pm0400_03.pdf,pmuni0400_03.html
401,குறிஞ்சி மலர்,தீபம் நா. பார்த்தசாரதி,சிறுகதைகள் தொகுப்பு,pm0401_01.pdf  pm0401_02.pdf  pm0401_03.pdf,pmuni0401_01.html  pmuni0401_02.html  pmuni0401_03.html
402,ஆத்மாவின் ராகங்கள்,தீபம் நா. பார்த்தசாரதி,சிறுகதைகள் தொகுப்பு,pm0402.pdf,pmuni0402.html
403,பிரபுலிங்க லீலை / பாகம் 1 (கதிகள் 1- 10) / பாகம் 2 (கதிகள் 10- 25),துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,சமயம் - சைவம்,pm0403_01.pdf  pm0403_02.pdf,pmuni0403_01.html  pmuni0403_02.html
404,சேரன் செங்குட்டுவன்,மு. இராகவ ஐயங்கார்,வரலாறு / சரித்திரம்,pm0404.pdf,pmuni0404.html
405,இரகுநாதசேதுபதி ஒருதுறைக்கோவை,பொன்னாங்கால் அமிர்தகவிராயரவர்,பிரபந்தம் - கோவை,pm0405.pdf,pmuni0405.html
406,பஞ்சதந்திரக் கதை - தமிழாக்கம்,தாண்டவராய முதலியார்/விஷ்ணு சர்மா,கதை,pm0406.pdf,pmuni0406.html
407,இரண்டு நண்பர்கள் (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,pm0407.pdf,pmuni0407.html
408,மகாராஜா துறவு,குமாரதேவர்,நீதிநெறி நூல்கள்; சமயம் - சைவம்,pm0408.pdf,pmuni0408.html
409,விஜய ரங்கம் (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,pm0409.pdf,pmuni0409.html
410,சிதம்பரப்பாட்டியல் (மு. இராகவ ஐயங்கார் உரையுடன்),பரஞ்சோதியார்,இலக்கணம்,pm0410.pdf,pmuni0410.html
411,புதிய தமிழ்ச் சிறுகதைகள்,அசோகமித்திரன்,சிறுகதைகள் தொகுப்பு,pm0411.pdf,pmuni0411.html
412,கன்னித்தமிழ் (கட்டுரைகள்),கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,pm0412.pdf,pmuni0412.html
413,வேளிர் வரலாறு,மு. இராகவயங்கார்,வரலாறு / சரித்திரம்,pm0413.pdf,pmuni0413.html
414,இராமாயணம் /1. பாலகாண்டம் /பாகம் 1(படலங்கள் 1-10),கம்பர்,இதிகாசம்,pm0414_01.pdf,pmuni0414_01.html
414,இராமாயணம் /1. பாலகாண்டம் /பாகம் 2 (படலங்கள் 11-22),கம்பர்,இதிகாசம்,pm0414_02.pdf,pmuni0414_02.html
415,விக்ரம சோழன் உலா (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - உலா; மொழிபெயர்ப்பு,pm0415_01.pdf,pmuni0415_01.html
415,மதுரை மீனாட்சியம்மை; இரட்டைமணி மாலை; மீனாட்சியம்மை குறம் (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - மாலை; குறம்; மொழிபெயர்ப்பு,pm0415_02.pdf,pmuni0415_02.html
415,மதுரை மீனாட்சியம்மை பிள்ளைத்தமிழ் (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - பிள்ளைத்தமிழ்; மொழிபெயர்ப்பு,pm0415_03.pdf,pmuni0415_03.html
416,காகித மாளிகை,முப்பாள ரங்கநாயகம்மா / பா.பாலசுப்பிரமணியன்,மொழிபெயர்ப்பு ( தெலுங்கு நாவல்),pm0416.pdf,pmuni0416.html
417,இரத்தினபுரிப் புராணம்,தீர்த்தகிரித் தேசிகர் / கந்தசாமி உபாத்தியாயர்,புராணம்,pm0417.pdf,pmuni0417.html
